DeveloperStatus,Age,EdLevel,Employment,WorkExp,WorkExpLevel,YearsCode,YearOfCodingLevel,DevType,OrgSize,OrgSizeCategory,Industry,AIThreat,Career,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,LanguageCount,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,DatabaseCount,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,PlatformCount,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,WebframeCount,DevEnvsHaveWorkedWith,DevEnvsWantToWorkWith,DevEnvsAdmired,DevEnvsCount,AIModelsHaveWorkedWith,AIModelsWantToWorkWith,AIModelsAdmired,AIModelsCount,AIUsageScale,AIWorkflowSentiment,AIAccuracyTrust,AIComplex,AIToolCurrentlyUseFor,PartialAITaskCount,AIToolDontPlanToUseFor,NoAITaskCount,AIToolPlanToPartiallyUseFor,PlannedPartialAITaskCount,AIToolPlanToMostlyUseFor,PlannedMostlyAITaskCount,AIAgents,AIAgentChange,ConvertedCompYearly,JobSat,,
Non-Developer (Support/Occasional),45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,22,Senior,25,Senior,Cybersecurity or InfoSec professional,20 to 99 employees,Small,Government,I'm not sure,Mild Interest in Changing,Switzerland,C;Python;Rust;SQL,C;Python;Rust;SQL,C;Python;Rust;SQL,4,PostgreSQL,PostgreSQL,PostgreSQL,1,Unknown,Unknown,Unknown,1,Flask,Flask,Flask,1,IntelliJ IDEA;PyCharm;RustRover;Vim,IntelliJ IDEA;PyCharm;RustRover;Vim,IntelliJ IDEA;PyCharm;RustRover;Vim,4,Alibaba Cloud Qwen models;Anthropic: Claude Sonnet;Meta Llama (all models);Mistral AI models;openAI GPT (chatbot models),Alibaba Cloud Qwen models;Anthropic: Claude Sonnet;Meta Llama (all models);Mistral AI models;openAI GPT (chatbot models),Alibaba Cloud Qwen models;Anthropic: Claude Sonnet;Meta Llama (all models);Mistral AI models;openAI GPT (chatbot models),5,5,Favorable,Neither trust nor distrust,Neither good nor bad,Writing code;Search for answers,2,Learning about a codebase;Project planning;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,10,Learning new concepts or technologies,1,Unknown,1,"Yes, Monthly/Infrequent","Yes, somewhat",210788,8,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,Senior,18,Senior,"Developer, embedded applications or devices","5,000 to 9,999 employees",Very Large,Computer Systems Design and Services,I'm not sure,Career Shift Completed,Czech Republic,Bash/Shell (all shells);Go;Java;Python;SQL,OCaml;Zig,Unknown,8,Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Cassandra;Snowflake,Unknown,9,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Homebrew;Kubernetes;Make;Maven (build tool);Pip,Unknown,Unknown,10,FastAPI,Unknown,Unknown,2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,2,Unsure,Neither trust nor distrust,I don’t use AI / Don’t know,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,75410,9,,
Professional Developer,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,3,Mid,13,Senior,"Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",Micro,Software Development,No,Career Change – Voluntary,Germany,Assembly;C;C++;Python,Assembly;C;C++,Assembly;C;C++,4,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Unfavorable,Somewhat distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,14,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,8,,
Professional Developer,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,Senior,17,Senior,"Developer, full-stack",100 to 499 employees,Medium,Software Development,No,No Career Change,Canada,C++;PowerShell,Rust,Unknown,4,Unknown,Unknown,Unknown,1,APT;Docker;MSBuild;Ninja,Unknown,Unknown,5,Unknown,Unknown,Unknown,1,Notepad++;Visual Studio;Visual Studio Code,Unknown,Unknown,4,Unknown,Unknown,Unknown,1,3,Favorable,Somewhat distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Debugging or fixing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation;Learning new concepts or technologies,8,Writing code;Documenting code;Testing code;Search for answers;Generating content or synthetic data,5,Unknown,1,"No, no Plans",Not at all or minimally,72958,8,,
Professional Developer,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Freelancer,35,Senior,35,Senior,"Developer, full-stack",Unknown,Unknown,Software Development,No,No Career Change,Netherlands,Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript,7,MariaDB;MySQL;SQLite,MariaDB;MySQL;SQLite,MariaDB;MySQL;SQLite,3,Composer,Composer,Composer,1,jQuery,jQuery,jQuery,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,4,Favorable,Highly distrust,Bad at complex tasks,Unknown,1,Unknown,1,Search for answers,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,7,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,Senior,25,Senior,"Developer, desktop or enterprise applications",20 to 99 employees,Small,Software Development,No,No Career Change,United States of America,Bash/Shell (all shells);PowerShell,Bash/Shell (all shells),Bash/Shell (all shells),2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Notepad++;Vim;Visual Studio Code,Claude Code;Notepad++;Vim;Visual Studio Code,Notepad++;Vim;Visual Studio Code,4,Unknown,Unknown,Unknown,1,1,Unfavorable,Somewhat distrust,Bad at complex tasks,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Committing and reviewing code;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,10,Testing code;Deployment and monitoring;Predictive analytics,3,Unknown,1,"No, no Plans",Not at all or minimally,116000,10,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,Senior,22,Senior,"Developer, full-stack",500 to 999 employees,Large,Software Development,No,No Career Change,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;C++;F#;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,10,Microsoft SQL Server,Microsoft SQL Server,Microsoft SQL Server,1,MSBuild;NuGet,MSBuild;NuGet,MSBuild;NuGet,2,ASP.NET;ASP.NET Core;jQuery;Vue.js,ASP.NET;ASP.NET Core;jQuery;Vue.js,ASP.NET;ASP.NET Core;jQuery;Vue.js,4,Notepad++;Visual Studio,Notepad++;Visual Studio,Notepad++;Visual Studio,2,openAI GPT (chatbot models);openAI Image generating models,Unknown,Unknown,3,4,Unfavorable,Somewhat distrust,Very poor at complex tasks,Learning new concepts or technologies,1,Learning about a codebase;Project planning;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,7,Documenting code;Search for answers;Generating content or synthetic data;Creating or maintaining documentation,4,Writing code,1,"No, no Plans",Not at all or minimally,90000,9,,
Professional Developer,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,Senior,20,Senior,"Developer, AI apps or physical AI","5,000 to 9,999 employees",Very Large,Software Development,No,No Career Change,Italy,C;C++;Python;Rust,Go,Unknown,6,Unknown,Unknown,Unknown,1,Amazon Web Services (AWS);Poetry,Amazon Web Services (AWS),Amazon Web Services (AWS),2,Unknown,Unknown,Unknown,1,Claude Code;Vim;Visual Studio Code,Visual Studio Code,Visual Studio Code,3,DeepSeek (R- Reasoning models);openAI Reasoning models;X Grok models,DeepSeek (R- Reasoning models);openAI Reasoning models,DeepSeek (R- Reasoning models);openAI Reasoning models,3,5,Very favorable,Somewhat trust,Bad at complex tasks,Writing code;Debugging or fixing code;Testing code;Committing and reviewing code,4,Unknown,1,Learning about a codebase,1,Project planning;Deployment and monitoring;Predictive analytics;Learning new concepts or technologies,4,"Yes, Daily","Yes, somewhat",139218,7,,
Professional Developer,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,2,Entry,4,Mid,"Developer, full-stack",Less than 20 employees,Micro,Software Development,No,No Career Change,France,Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Unknown,Unknown,9,Unknown,Unknown,Unknown,1,Amazon Web Services (AWS);Docker;Gradle,Unknown,Unknown,4,Angular;jQuery;Spring Boot;Vue.js,Angular,Angular,4,Unknown,Unknown,Unknown,1,Mistral AI models;openAI GPT (chatbot models),Mistral AI models,Mistral AI models,2,5,Favorable,Somewhat trust,Neither good nor bad,Writing code;Documenting code;Debugging or fixing code;Learning new concepts or technologies,4,Learning about a codebase;Project planning;Testing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation,8,Unknown,1,Unknown,1,"Yes, Monthly/Infrequent","Yes, somewhat",75410,10,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,Mid,8,Mid,"Developer, back-end",Less than 20 employees,Micro,Software Development,No,No Career Change,Argentina,Ada;Bash/Shell (all shells);Python,Unknown,Unknown,4,MySQL;PostgreSQL;Redis,Unknown,Unknown,4,Unknown,Unknown,Unknown,1,Django,Unknown,Unknown,2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,5,Very favorable,Somewhat trust,Very good at complex tasks,Testing code;Committing and reviewing code,2,Unknown,1,Learning about a codebase;Project planning;Writing code;Predictive analytics;Search for answers;Generating content or synthetic data;Learning new concepts or technologies,7,Documenting code;Debugging or fixing code;Deployment and monitoring;Creating or maintaining documentation,4,"No, Planning Soon","Yes, somewhat",13649,9,,
Professional Developer,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,Senior,15,Senior,"Developer, full-stack",100 to 499 employees,Medium,Software Development,Yes,Strong Interest in Changing,Sri Lanka,C,Unknown,Unknown,2,Cloud Firestore,Cloud Firestore,Cloud Firestore,1,Ansible,Ansible,Ansible,1,AngularJS,AngularJS,AngularJS,1,Bolt,Bolt,Bolt,1,Anthropic: Claude Sonnet,Anthropic: Claude Sonnet,Anthropic: Claude Sonnet,1,5,Very favorable,Highly trust,Very good at complex tasks,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Learning new concepts or technologies,6,Unknown,1,Documenting code;Debugging or fixing code;Creating or maintaining documentation,3,Writing code;Predictive analytics;Generating content or synthetic data;Other (write in):,4,"Yes, Daily","Yes, to a great extent",75410,7,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,Mid,6,Mid,"Developer, full-stack",20 to 99 employees,Small,Software Development,Yes,Strong Interest in Changing,India,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,7,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,7,Unknown,Unknown,Unknown,1,Django;Express;FastAPI;Fastify;Flask;jQuery;Next.js;Node.js;Nuxt.js;React,Django;Express;FastAPI;Fastify;Flask;jQuery;Next.js;Node.js;Nuxt.js;React,Django;Express;FastAPI;Fastify;Flask;jQuery;Next.js;Node.js;Nuxt.js;React,10,Cursor;Notepad++;PhpStorm;PyCharm;Rider;Sublime Text;Vim;Visual Studio;Visual Studio Code;Windsurf,Cursor;Notepad++;PhpStorm;PyCharm;Rider;Sublime Text;Vim;Visual Studio;Visual Studio Code;Windsurf,Cursor;Notepad++;PhpStorm;PyCharm;Rider;Sublime Text;Vim;Visual Studio;Visual Studio Code;Windsurf,10,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Pro Reasoning models);Mistral AI models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Pro Reasoning models);Mistral AI models,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Pro Reasoning models);Mistral AI models,5,Unknown,Very favorable,Unknown,Unknown,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,1,7,,
Professional Developer,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,Mid,10,Senior,"Developer, embedded applications or devices","5,000 to 9,999 employees",Very Large,Software Development,No,Career Change – Voluntary,United Kingdom,Ada;Bash/Shell (all shells);C;C++,Ada;Bash/Shell (all shells);C;C++;Rust,Ada;Bash/Shell (all shells);C;C++,5,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,3,5,Very favorable,Somewhat trust,Very good at complex tasks,Writing code;Documenting code;Generating content or synthetic data,3,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,6,Unknown,1,Unknown,1,"Yes, Weekly","Yes, to a great extent",81685,6,,
Non-Developer (Support/Occasional),45-54 years old,Some college/university study without earning a degree,Employed,26,Senior,40,Senior,DevOps engineer or professional,100 to 499 employees,Medium,Unknown,No,No Career Change,United States of America,Bash/Shell (all shells);Go;HTML/CSS;Perl;PHP;PowerShell;Python;SQL,Bash/Shell (all shells);Go;PHP;Python;SQL,Bash/Shell (all shells);Go;PHP;Python;SQL,8,BigQuery;Cassandra;Databricks SQL;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,Cassandra;MariaDB,Cassandra;MariaDB,8,Amazon Web Services (AWS);Cloudflare;Datadog;Docker;Google Cloud;Homebrew;Kubernetes;Microsoft Azure;Terraform,Amazon Web Services (AWS);Cloudflare;Kubernetes;Terraform,Amazon Web Services (AWS);Cloudflare;Kubernetes;Terraform,9,WordPress,WordPress,WordPress,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,3,Indifferent,Highly distrust,Very poor at complex tasks,Writing code,1,Learning about a codebase;Project planning;Documenting code;Debugging or fixing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,12,Unknown,1,Testing code,1,"No, Planning Soon",Not at all or minimally,195000,8,,
Non-Developer (Support/Occasional),18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,1,Entry,4,Mid,Student,Unknown,Unknown,Unknown,I'm not sure,No Career Change,Germany,Assembly;C;C++;Python,C;C++;HTML/CSS;Java;JavaScript;Python,C;C++;Python,7,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Node.js,React,Unknown,3,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Very unfavorable,Highly distrust,I don’t use AI / Don’t know,Search for answers,1,Learning about a codebase;Writing code;Documenting code;Debugging or fixing code;Testing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation,9,Project planning;Committing and reviewing code;Learning new concepts or technologies,3,Unknown,1,"No, no Plans",Not at all or minimally,75410,8,,
Professional Developer,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,26,Senior,41,Senior,"Developer, full-stack",Less than 20 employees,Micro,Unknown,I'm not sure,Career Change – Voluntary,Germany,Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Go;HTML/CSS;JavaScript;PHP;SQL,Go;HTML/CSS;JavaScript;PHP;SQL,7,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,7,Ansible;Composer;Docker;Homebrew;Make;Microsoft Azure;npm;Pip,Ansible;Composer;Docker;Homebrew;Make;npm,Ansible;Composer;Docker;Homebrew;Make;npm,8,jQuery;Symfony,React;Symfony,Symfony,3,Claude Code;Notepad++;PhpStorm;PyCharm;Sublime Text,Claude Code;Notepad++;PhpStorm;PyCharm;Sublime Text,Claude Code;Notepad++;PhpStorm;PyCharm;Sublime Text,5,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,4,5,Very favorable,Neither trust nor distrust,"Good, but not great ",Learning about a codebase;Writing code;Learning new concepts or technologies,3,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,5,Documenting code;Debugging or fixing code;Creating or maintaining documentation,3,Generating content or synthetic data,1,"Yes, Monthly/Infrequent",Not at all or minimally,145018,10,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,Mid,15,Senior,"Developer, full-stack",20 to 99 employees,Small,Software Development,No,Career Change – Voluntary,Canada,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,JavaScript;Python;SQL;TypeScript,JavaScript;Python;SQL;TypeScript,7,Dynamodb;Elasticsearch;H2;PostgreSQL;Redis,PostgreSQL;Redis,PostgreSQL;Redis,5,Amazon Web Services (AWS);Docker;Maven (build tool);npm;Terraform;Yarn,Amazon Web Services (AWS);Docker;npm;Terraform;Yarn,Amazon Web Services (AWS);Docker;npm;Terraform;Yarn,6,Angular;AngularJS;Express;jQuery;Next.js;Node.js;React,Angular;Express;Next.js;React,Angular;Express;Next.js;React,7,Cursor;Eclipse;Vim;Visual Studio Code,Visual Studio Code,Visual Studio Code,4,Anthropic: Claude Sonnet;openAI GPT (chatbot models),Anthropic: Claude Sonnet,Anthropic: Claude Sonnet,2,5,Favorable,Somewhat trust,"Good, but not great ",Learning about a codebase;Writing code;Documenting code;Debugging or fixing code;Committing and reviewing code;Generating content or synthetic data;Learning new concepts or technologies,7,Unknown,1,Project planning;Deployment and monitoring;Creating or maintaining documentation,3,Testing code;Predictive analytics,2,"Yes, Weekly","Yes, somewhat",109438,8,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25,Senior,35,Senior,"Developer, desktop or enterprise applications",Less than 20 employees,Micro,"Transportation, or Supply Chain",No,Mild Interest in Changing,Germany,Bash/Shell (all shells);C;Fortran;Python,Bash/Shell (all shells);C;Python,Bash/Shell (all shells);C;Python,4,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Unfavorable,Unknown,Unknown,Unknown,1,Learning about a codebase;Project planning;Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,12,Documenting code;Search for answers,2,Unknown,1,"No, no Plans",Unknown,75410,5,,
Non-Developer (Support/Occasional),35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,Senior,12,Senior,Cybersecurity or InfoSec professional,"10,000 or more employees",Very Large,Software Development,Yes,No Career Change,United States of America,Bash/Shell (all shells);Go;Python,Unknown,Unknown,4,PostgreSQL;SQLite,DuckDB;PostgreSQL;SQLite,PostgreSQL;SQLite,3,Amazon Web Services (AWS);Ansible;Kubernetes;Pip;Podman,Ansible;Kubernetes;Podman,Ansible;Kubernetes;Podman,5,Django,Django;Vue.js,Django,2,Cursor;PyCharm;Zed,PyCharm,PyCharm,3,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models),Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Mistral AI models,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models),4,5,Favorable,Somewhat trust,"Good, but not great ",Unknown,1,Project planning;Deployment and monitoring;Predictive analytics;Generating content or synthetic data,4,Documenting code;Creating or maintaining documentation,2,Unknown,1,"No, Planning Soon","Yes, to a great extent",75410,8,,
